ratio,cent_y,cent_x,eccentricity,solidity,skew_x,skew_y,kurt_x,kurt_y,output
0.190281665617508,0.5313298305324609,0.3972297383966365,0.6029421053458134,0.29570810090750144,0.18131914563831808,-0.33540123068741284,-0.7059011553869676,-1.0643808403729953,1
0.1790062078417672,0.5384121725309516,0.43873345493275584,0.6079995874928239,0.238651427752499,0.18468117646017573,-0.21163249654455632,-0.97385247892554,-1.0414821634260427,1
0.09608340688437776,0.5345535864583786,0.44074915317487656,0.7771391072205803,0.14030367715171774,0.21960110140364844,-0.27025892134913315,-1.1368407810333523,-1.1565607781691027,1
0.11421616358325219,0.49704850105532117,0.458246553069953,0.8200529406452896,0.14241390009308097,0.2894995633197651,-0.08994554533463524,-0.97333488579347,-1.1005635419253255,1
0.22767482559393953,0.560169334303182,0.4401910023581067,0.6670111162001039,0.3245136452685772,0.19329312161302598,-0.21500877063171123,-1.0415236927447786,-1.0486110181767014,1
0.08095823095823096,0.5317134259897917,0.4563158758151171,0.8071736268093355,0.15250216951113682,-0.11461699047980652,-0.1887067918377174,-0.6549853268609915,-0.584555590913074,0
0.10917910140995601,0.5884838373100244,0.46578531105554294,0.7438969937710685,0.1847138187634745,-0.16892201217276284,-0.41281445667732974,-0.9459012368112325,-0.7616912967546057,0
0.12131519274376418,0.5082716510903427,0.5202288765973678,0.8329909213088659,0.18472481182238795,-0.2116878454149073,-0.04443500279866018,-0.993035968119981,-1.0928686218404873,0
0.11382397395651668,0.5736132542252552,0.44992380984276364,0.7518752206661397,0.19072667056302356,0.033926347575529,-0.33168290912651865,-0.8246819600976232,-1.0849073968769347,0
0.10912554772337588,0.5608456944712001,0.44949111083675425,0.664853679873536,0.17557626287395783,0.04765187054837003,-0.2704995579588891,-0.4872701988095769,-1.0078774405381752,0
