ratio,cent_y,cent_x,eccentricity,solidity,skew_x,skew_y,kurt_x,kurt_y,output
0.5118625287272462,0.6762935854442925,0.621316763112166,0.6887485806462836,0.6011057859648183,-0.31080933781289183,-0.33872906660314217,-0.9122587743529147,-0.7389256618804949,1
0.47906651264051187,0.7326667710062854,0.5506578140841413,0.7936101984388164,0.633957549388523,-0.10131513823105447,-0.6979797290346361,-1.036499851284213,0.522226170628822,1
0.4991971497704871,0.6974181068129452,0.5852781052093616,0.7466454379167528,0.5699648823444272,-0.2467419601608022,-0.5356226818593566,-1.0293109431720757,-0.14033959122585893,1
0.05625305780527896,0.5061632475594349,0.4189197571881103,0.7973871707715674,0.07825682458073203,0.29694338066707604,0.08567558362705906,-0.9701216123393359,-0.7093906400734653,1
0.4388412264840534,0.7216036463306925,0.5989988722280933,0.7862190373373464,0.5317557992093682,-0.30890055014091633,-0.7320613673006077,-0.8897258378382658,0.347488448095818,1
0.07609198564443721,0.6233313991751919,0.47180488375975355,0.5341006798473052,0.13035980162173164,0.023756852445660708,-1.0405297239307076,-0.6944458099570103,0.2679261680566709,0
0.07333912288319583,0.5587929045621499,0.43105269390171697,0.432606972329465,0.13069922926919864,0.3634317385889547,-0.6424325036978038,-0.4941794054873032,-0.06724023646583843,0
0.07498565782763895,0.6417213755036516,0.4500847562968265,0.6232276484914002,0.1373587879849374,0.23683821660497736,-1.0688603981082885,-0.187747778602132,0.4090718287573618,0
0.09150649879328894,0.5574728143561206,0.522414749185343,0.6376830201174675,0.14783670784986142,-0.005890338108048144,-0.5801602488400954,-0.49550478703494294,0.003940872754531366,0
0.08852242491529641,0.5963969262453048,0.5306903494450002,0.5245928981691184,0.14679670822388521,0.03630087548271758,-0.8193799480881034,-0.46332859433540863,0.37552162662006694,0
