ratio,cent_y,cent_x,eccentricity,solidity,skew_x,skew_y,kurt_x,kurt_y,output
0.7949790794979079,0.5225423639180734,0.4003075770514659,0.4937075260457952,0.9141388884098708,0.11094024083163491,-0.11493332145617924,-1.0405199564723744,-1.1344518796251934,1
0.200632713638494,0.6237379583203994,0.43121589826049483,0.7369248593047426,0.32346829544739,0.10258929431982737,-0.590455383316002,-0.7709204217091337,-0.2770346735547391,1
0.15530486167069568,0.6497619386737745,0.43019037194631743,0.7888309633987438,0.2604387189766227,0.09000007951438618,-0.7357000230068624,-0.5732629189908844,0.25064804407881836,1
0.18059045226130654,0.6156146001073537,0.40777704949870125,0.7907447546594383,0.27896070292706593,0.14764532249591117,-0.3739781632145777,-0.8314399876367915,-0.6128943455986149,1
0.2703488372093023,0.6407365033299848,0.435632437521145,0.8543952591570984,0.40108579836622865,0.17624485577803417,-0.6391866930318668,-0.6773341294996533,-0.2317510171958821,1
0.1319287482509956,0.5438025298145995,0.4429940852539262,0.8376421617770147,0.19101605111422784,0.3060429429111136,-0.34057483976969505,-0.9431279855901513,-0.0839071018192632,0
0.14210328940319297,0.6173482902428957,0.48167132769889215,0.8941742216441787,0.21653945058982,0.15526538077313115,-0.8610349830194456,-0.9646303656818351,0.7704235431113635,0
0.16269129603060736,0.5395936303658462,0.46614310339237663,0.9310158017240592,0.20771637917875133,0.178097482369521,-0.1318773421768154,-1.1353456934145507,-0.8064679829256192,0
0.11121235789290983,0.6050088663873969,0.43681826663726275,0.8897818237736078,0.1685241805569254,0.3722315923787602,-0.5650960667044856,-1.00290991860675,0.029916129831716542,0
0.14731766124171186,0.5797054009819967,0.46801863860172505,0.9036732662883548,0.2131240462175714,0.17702035589025794,-0.5919296241767645,-1.0647365466107683,-0.025304200103033914,0
