ratio,cent_y,cent_x,eccentricity,solidity,skew_x,skew_y,kurt_x,kurt_y,output
0.2062708933717579,0.6102247556598737,0.5316567507642133,0.31571953737922415,0.2817213329834689,-0.20691187300332187,-0.9199875285049943,-1.0299375128448058,0.22621214912620502,1
0.1645447681532974,0.6126930916112423,0.5547183070349414,0.5733957780716993,0.2443550881534179,-0.25399392863518216,-0.9089606745025779,-0.5385994937683494,-0.06950697567056263,1
0.21322621641249093,0.6691835727862604,0.5270437856648423,0.500178319695157,0.2863534402886819,-0.1531073394537796,-1.1413468955261357,-0.8849480046576521,0.6184822567675519,1
0.18320045749655195,0.5995249939926461,0.49637823825901267,0.6190088473508946,0.2535470279455754,-0.06324427855332258,-0.8447763290797361,-0.8648522400633056,-0.15607826506366074,1
0.2850467289719626,0.6507745901639345,0.488220468821817,0.5692576592192725,0.3783649671256668,-0.12709318260158028,-0.8390360119703941,-0.7888464596727518,0.012707495988115713,1
0.15418871252204586,0.5725911325353705,0.34289973416367464,0.8983307921455079,0.27854554143932453,0.6827698632733511,-0.12015945070541986,0.39823759854399743,-0.1817435396293594,0
0.1626127843436269,0.6100625707828778,0.43216702894073,0.7597497708047741,0.23950885336727437,0.13388757009389177,-0.8080868357764204,-0.996234953789394,0.07351297399610113,0
0.14148392386734357,0.5282910498776537,0.37907475909942,0.8650850081005568,0.2361058546100323,0.41020502221410227,-0.4062063129722828,-0.2685132575396705,-0.08991668296847655,0
0.16911483324011656,0.561866921816973,0.4417787567181848,0.792996446585926,0.2594733751863059,0.14989576101652788,-0.5168673795797386,-0.8901723224075235,-0.1692460044614661,0
0.15981700914954253,0.4987207936646809,0.3910970101424539,0.8473349186658109,0.2626540673788003,0.3088908036186616,-0.1786598303734316,-0.7339535784559414,0.1678054557139932,0
