ratio,cent_y,cent_x,eccentricity,solidity,skew_x,skew_y,kurt_x,kurt_y,output
0.10247120379432358,0.43717318670985084,0.3948008528318933,0.8962047977924456,0.1933999964477914,0.4703638193076533,0.5038327925378758,0.3839209268212991,-0.5211645165109182,1
0.08663853727144867,0.45062089808925254,0.4649912053758208,0.9505675692251376,0.19756741420570892,-0.15944717890937252,0.24892840169438676,-0.20423041617543713,-0.6633584010363043,1
0.0690062699044586,0.48057244484631334,0.46713751278880306,0.962513357425967,0.1614941190171189,-0.3330461687152112,0.2689107457536478,-0.5546764109796203,-0.7671810159334824,1
0.14446463516913616,0.5143514192364024,0.4674772666686413,0.8552833084955942,0.23666132356308678,-0.3339429610762449,0.03402691052025178,0.1698651779725897,-0.5980699334950463,1
0.08267724544807242,0.4954461651917404,0.4648924990698002,0.9621367121574499,0.15938504980782806,-0.29858043800786693,0.28104346404394653,-0.2939189412502152,-0.6549683223008271,1
0.08392563315295754,0.4752835914830269,0.5139457218642774,0.94137820549211,0.16814790898431525,-0.34157194194120666,0.32785712706211134,-0.7413676793350086,-0.809162383525122,0
0.0892503445694935,0.4205635627651182,0.46278094416773086,0.9377020034884137,0.16441903480746595,-0.1487336105558704,0.4573078618374614,-0.8112976621838395,-0.6651993940781389,0
0.07280312480827829,0.4559070802268193,0.5175209905834337,0.9449803045477405,0.14284137986377907,-0.19767828140860574,0.39351733309229997,-0.9435094756450146,-0.6223615601362753,0
0.08691437262865834,0.4478757953757954,0.47998459212744926,0.9179600429597434,0.1606955231875399,-0.1035383261999434,0.30279330291829015,-0.8421085939229904,-0.650926724024957,0
0.0981312135158289,0.45196384712091825,0.45547273909876695,0.9326420794209948,0.20259125964010283,-0.10946993030005565,0.3716137259820659,-0.7151109379627765,-0.7284379598464681,0
