ratio,cent_y,cent_x,eccentricity,solidity,skew_x,skew_y,kurt_x,kurt_y
0.3734631147540984,0.5449280535259371,0.45678530469058704,0.536233162480477,0.5125037661946369,-0.20613368523297526,-0.44094767907556737,-0.7676395441286501,-0.5355302150804118
